ID,Review,Hotel_name,Hotel_Address,sentiment,area,risk_type,Traveller_Suitability,Improvement_Area,Aspect,Source
289,"the staff is really not helpful. i cannot check in due to different booking name, i use my initial name when ordered in agoda. i show them the email and order id still cannot check in and they don't even help to call the agoda. In indonesia, i just show the order number and name, i can check in. the deposit is quite hight RM 500, almost equal for the price that I booked. what i like is only the room and facilities, and location near KLCC and Pavillion.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",negative,klcc,Booking/Payment Risk,Budget Travellers,"Check-in, Booking & Payment Process",Staff & Service,agoda
290,i like this hotel❤️❤️❤️❤️❤️❤️,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,agoda
291,Highly recommend this suites for family travellers. Had a fabulous experience.,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Family Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
292,"Stay only for a few hours, the room given had uneven laminate flooring which caused my husband’s foot to have a cut. The staff did not offer first aid assistance when informed of the injury. They just requested a room change OR free breakfast for the injured. Though the place was alright but if the staff is like robot then sadly I will not go again.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Food & Breakfast,Room & Comfort,agoda
293,The staff service is extremely poor Will not book again in the future at all Bad service,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",negative,klcc,Service/Staff Risk,Leisure Travellers,Staff Service,Staff & Service,agoda
294,Good location also good staff,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
295,Nice,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
296,Never prefer the property,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,agoda
297,"The free parking system here is a complete mess. While getting in is fine, trying to exit is a nightmare. Security wrongly accused us of misusing the parking, and we were forced to pay a $100 deposit just to leave. We were told the deposit would only be refunded a week later after their ""investigation."" To make matters worse, the same issue happened again the very next day. Nothing had been resolved. This process is unprofessional and extremely inconvenient. It feels like guests are being punished for a system error that clearly hasn't been addressed.",DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",negative,klcc,Booking/Payment Risk,Leisure Travellers,"Check-in, Booking & Payment Process",Location & Accessibility,agoda
298,Swimming pool timing is not suitable for tourists,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Overall Experience,Facilities & Amenities,agoda
299,Thank you.,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Overall Experience,Overall Stay Experience,agoda
300,We like the 51 floor swimming pool,DeFace Platinum Kuala Lumpur,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",neutral,klcc,Minor Experience Risk,Leisure Travellers,Overall Experience,Facilities & Amenities,agoda
301,"From check-in to check-out, the experience was exceptional. The room was beautifully appointed, the breakfast spread was extensive and delicious, and the swimming pool was excellent. The hotel has a pleasant signature scent and a sophisticated ambience throughout. What truly sets this hotel apart is its outstanding staff, who consistently go above and beyond to assist with every need, making guests feel genuinely welcomed and valued. The highlight of my stay was undoubtedly the breathtaking view of the Petronas Twin Towers while soaking in the bathtub. Without a doubt, this is the best hotel I have stayed at in Kuala Lumpur so far, and I would gladly return.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
302,"First of all, the location is excellent. You can walk to the Pavilion, Twin Towers, Suria KLCC, KLCC Park, night market, and more. The room was very clean. The cleaning was done thoroughly, and amenities were well stocked. I also liked the breakfast, and the staff were very friendly. I highly recommend it. There's nothing to fault.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
303,"I was worried because there weren't many Korean reviews, but it was unnecessary. The hotel was very nice, and I was satisfied with the friendly and excellent service from the staff. The room and bathroom were spacious and well-maintained, and the automatic blinds provided a modern feel. The minibar in the room was fully complimentary, and I used the laundry service, which responded quickly. Most guests were from Europe or China, and there were only a few Koreans, but communication in English was smooth, so there were no issues. If I had to mention one downside, it would be that the area for stopping vehicles at the main entrance of the hotel is a bit narrow. Other than that, I was very satisfied overall and would love to visit again.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,agoda
304,"We had a wonderful stay. The room was clean, comfortable, and well-maintained. The staff were friendly and helpful, and the facilities were excellent. We would definitely stay here again.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
305,Overall for me the experience staying at The Ruma hotel was very pleasant. The room is clean and comfortable. Love the bath tub. Scenery was good. Breakfast was great. But of course a bit on the pricey side.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Budget Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
306,"Location is strategic, room is comfortable and clean. Staff is friendly and helpful too.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
307,"Convenient to walk to Pavilion and KLCC. Nice ambience and excellent toilet set-up with double sinks, bathtub and separate wet & dry areas. Spacious room and nice swimming pool area too. Decent buffet breakfast. Staff all polite and friendly.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
308,"Book this place for my husband’s birthday staycation and i have no regrets. Room was spacious, calm and I requested for birthday decorations and they nailed it. Breakfast spread was superb too!",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Room & Comfort,agoda
309,"Had a fantastic stay at The Ruma Hotel and Residence. The room was clean, cozy, and well-equipped with blackout curtains for a great night's sleep. The bathtub was spacious and perfect for relaxing. Free parking was a nice bonus, and the staff were friendly, helpful, and attentive throughout my stay. Would definitely come back again!",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Overall Stay Experience,agoda
310,"Everything was perfect, from the services, facilities, the staff and all. The hotel even provided us complementary cake and decoration for our anniversary celebration. The chef also provided us complementary food during breakfast because he knew we were celebrating our anniversary. Thank you The Ruma!",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Couples,No Major Improvement Needed,Food & Breakfast,agoda
311,"Literally the best hotel I’ve ever stayed at! The attention to detail is amazing! The decor, the service, the food, the staff…everything was excellent. It made us feel at home.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
312,"Had a truly wonderful stay at The RuMa Hotel and Residences. The service was warm, attentive and genuinely thoughtful from check-in to check-out. The rooms were beautifully designed, modern yet cosy, with excellent attention to detail and comfort. The location is perfect, especially if you want to be within walking distance of KLCC while still enjoying a peaceful, refined atmosphere. Facilities were top-notch and everything felt well maintained and premium. Highly recommended for both business and leisure stays. Would definitely return.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
313,The very best place to stay..we stay for our anniversary and request them to do some decorations..they come out with the deco and also the cake for us..really recommended place to stay,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Couples,No Major Improvement Needed,Overall Stay Experience,agoda
314,Rooms were in good condition. Service was brilliant. Location is just couple of mins walk away from KLCC.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",neutral,klcc,Minor Experience Risk,Couples,Room Comfort & Noise Control,Location & Accessibility,agoda
315,"We booked just for one night, but we felt so satisfied staying there. The moment we walked into the hotel, we were warmly greeted by the staff during check-in. At Level 6, we had such a beautiful night by the swimming pool while listening to the music from an event featuring Borneo-vibe songs. The unlimited drinks for just rm200 really makes my friend so happy. The room was very clean, and we absolutely loved the theme, decoration, and overall ambience. Again, a big shoutout to all the staff who were always smiling and asking if there was anything else they could help us with. It really made us feel so welcomed. We will definitely come back again.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Business Travellers,No Major Improvement Needed,Staff & Service,agoda
316,Love the service from all staff - check in till check out. Breakfast was a good spread! Thank you for the hospitality throughout our stay. Will be back!,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
317,"From the entrance, I am welcomed by the doormen, followed by a friendly check-in. The oriental decor scattered throughout the room makes me feel like I'm staying in a museum rather than a hotel. The pool and facilities match the reputation of a five-star establishment. One downside is that the quality of the breakfast is only at a four-star level. I would like to give this hotel a total score of 90 points.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
318,"I had a splendid experience and stay in this hotel. From check-in to check-out, the staff were very helpful and friendly. They offered help before I even opened my mouth. The rooms are spacious and clean. The hotel itself offers privacy and a quiet stay. It has its own calm and charm. I will definitely come back.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
319,Have an awesome weekend at The Ruma Hotel. Start from check in after cheek out everything was perfect. The room so wonderful and breakfast buffet yummy.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
320,"Although we only stayed for one night, the experience exceeded our expectations. Was celebrating my partner’s birthday, and the hotel team went above and beyond by decorating the room with balloons, preparing a complimentary birthday cake, and leaving a thoughtful handwritten card. These little touches made our stay feel memorable. The hotel is also within walking distance of KLCC, making it an excellent choice for anyone looking to shop or explore the city. A special thank you to Aleyssa for coordinating everything so seamlessly and making our celebration so memorable. Would definitely stay here again the next time we’re in KL and highly recommend this hotel for special occasions or even a relaxing city getaway.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Couples,No Major Improvement Needed,Overall Stay Experience,agoda
321,Easy walk to Pavilion and KLCC. Room is large and toilet feels grand with bathtub. Moderate amount of channel but Sports premier league channel is there. Didn't try the breakfast buffet as it was quite expensive to purchase at the hotel itself. Minibar drinks is wonderful and complimentary. The staff is very helpful as well.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Value/Pricing Risk,Leisure Travellers,Price & Value,Location & Accessibility,agoda
322,This is one of the best hotels near to klcc and pavilion. Very aesthetically pleasing and calming. Staff are very helpful.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Location & Accessibility,agoda
323,"The location is great, right in the city center, just a few hundred meters from the subway station, Pavilion, and the Petronas Twin Towers, all within walking distance. The hotel's decor and layout are very tasteful, the service is also excellent, and the rooms are quite spacious. I brought my parents here, and they both thought it was pretty good. Next time we come to Malaysia, this will definitely be our first choice.",The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Family Travellers,No Major Improvement Needed,Location & Accessibility,agoda
324,This design hotel is very beautiful. Everything is very well done staff is very helpful. Food is very good. Location is excellent within walking distance to downtown area with all shoppings and amenities.,The RuMa Hotel and Residences,"7 Jalan Kia Peng,, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50450",positive,klcc,Low Risk,Leisure Travellers,No Major Improvement Needed,Staff & Service,agoda
