No.,Sentence,Sentiment,Source,Location,Confidence,Positive Score,Negative Score,Reason / Notes,Aspect(s),Risk Type(s),Traveller Suitability,Hotel Improvement Insight
154,"Where do i start? Let me start with the check in process. It was haywire.. This is not a hotel but a residence. Firstly, i was not informed that we cannot check in at the check in counter. Instead we had to go look for the agent (who apparently, when we arrived had gone for lunch) we had to wait for the agent for 20 minutes to check in!!! Then the checkout process is another haywire thing. We were not aware that you cannot bring 2 cars (nothing written in the terms and condition) . Only at checkin my husband were told and by then we already came here in 2 cars and too late to plan our arrival for only 1 car. Pls be aware that the parking here, cost me another RM32.00.",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,0,0,Mixed/acceptable wording,Service; Parking,Parking Risk; Service Risk,General traveller suitability,Improve parking information or parking availability; Improve front desk/staff service training
155,"Big and clean space but alot lacking 1. poor traffic flow at the drop off because you can only check in first, get the keys and go into the parking. if not charged rm20 if you enter straight without the access card. i guess this was my fault since i am very used to hotels validating my parking ticket 2. noisy - can hear the construction, and traffic from outside even during late hours - disturbs sleep 3. slow lift - a good 15 mins wait each time we want to use the lift 4. slow check in - staff was incompetent, slow and didnt give a good start to my trip 5. room was just odd - pillows smelled funky, lights were in odd areas eg the toilet was really dark because there was no light at the shower area, towels smelled funky too, lack of soap provided",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,8.4,9.45,"Mixed/acceptable wording; positive: clean, good; negative: can only, noisy",Cleanliness; Service; Facilities; Comfort/Noise; Parking; Accessibility,Noise Risk; Parking Risk; Facility/Maintenance Risk; Service Risk,Not suitable for light sleepers,Improve soundproofing / noise control; Improve parking information or parking availability; Improve room facilities and maintenance
156,"bathroom ceiling condition looked a bit bad, as if it was going to drop on your head. otherwise the stay was good.",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,2,2.5,Mixed/acceptable wording; positive: good; negative: bad,General,No major risk detected,General traveller suitability,No major improvement issue detected
157,Not nice view but the house space is large.,Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,2,3,Mixed/acceptable wording; positive: nice; negative: not nice,General,No major risk detected,General traveller suitability,No major improvement issue detected
158,"Room reeks of cigarette smoke. Supposedly a non smoking suite. Dining table, coffee table and settee looks and feel old. Parking access only for 1 car but my suite is 3 b/room, should have provided 3 access cards. Managed to get only 2. Other then that it's ok.",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,0.68,2,Mixed/acceptable wording; positive: ok; negative: old,Parking,Parking Risk,General traveller suitability,Improve parking information or parking availability
159,"Not a muslim friendly place.. there is no qiblat in the room,the day i arrived the swimming pool is closed due to raining.. the next morning it open at 10am, and we have to check out at 11am! And they prohibited a men swim with a shirt, and a muslim lady also have to wear a swimming suit! So definately not a place for a pious muslim..",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,2,1.5,Mixed/acceptable wording; positive: friendly; negative: closed,Service; Facilities,No major risk detected,General traveller suitability,No major improvement issue detected
160,"Overall is moderate , just the staff behavior have to improve",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0,0,Mixed/acceptable wording,Service,No major risk detected,General traveller suitability,No major improvement issue detected
161,JUST OK,Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Low,0.5,0,Mixed/acceptable wording; positive: ok,General,No major risk detected,General traveller suitability,No major improvement issue detected
162,"Basically overall is ok, only speed for hotel lift is a bite slow and check in time is late..after 3 pm only allow to check in",Neutral,Agoda,"THE PLATINUM SUITES ,1020 Jalan Sultan Ismail, 50250 Kuala Lumpur, Kuala Lumpur City Centre, Kuala Lumpur, Malaysia, 50250",Medium,0.5,0,Mixed/acceptable wording; positive: ok,Service; Facilities; Accessibility,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
163,"Overall ok, but the cleanliness not fulfill my preference. “Ada kesan kotor dekat comforter”",Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Medium,0.5,0,Mixed/acceptable wording; positive: ok,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
164,Everything was ok except there was a foul drainage smell in the room that cant be gotten rid of and also fresh renovation smell,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0.5,0,Mixed/acceptable wording; positive: ok,Cleanliness,Cleanliness Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness"
165,Kawasan yang serabut. Cari parking serabut. Nak tunggu lif lambat dah tu panas pulak. Dpt rumah yg seram. Book 2 malam stay 1 malam je.,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,Parking,Parking Risk,General traveller suitability,Improve parking information or parking availability
166,"Stayed here the first time in May 2026, and totally impressed by the cleanliness of the place of stay, how well equipped it was and a facility that was free for use and 5 star level. Decided to come again in June with the family, for a week long vacation and the impression was still ever lasting! Customer service is prompt and they genuinely care to provide hospitality. Now there is a place that is so home away from home, each time I am coming back to KL!",Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,Cleanliness; Service; Facilities,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
167,"Stay was ok but management need to relook into the lift system. It’s hard to take lift when you are in the mid level as it’s always full. In order to go down, we will need to take the lift gg up, if not we will need to wait for 20mins just to go down.",Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0.5,0,Mixed/acceptable wording; positive: ok,Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
168,Terbaikkkk.. Semua nya ok,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0.5,0,Mixed/acceptable wording; positive: ok,General,No major risk detected,General traveller suitability,No major improvement issue detected
169,Very crowded with very long queue for the lift,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,1.5,Mixed/acceptable wording; negative: crowded,Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
170,"“Everything was great, but the elevator wait time was too long. I waited for nearly 30 minutes, which was quite inconvenient.”",Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,Facilities; Accessibility,Facility/Maintenance Risk,General traveller suitability,Improve room facilities and maintenance
171,No,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
172,"Very aesthetic, i have booking with them for few times already, none of it disappointing me, just that the lift very slow due to high density",Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,Facilities; Accessibility,Facility/Maintenance Risk; Service Risk,General traveller suitability,Improve room facilities and maintenance; Improve front desk/staff service training
173,If instant booking you have to wait until 6pm ?baru boleh masuk,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,General,No major risk detected,General traveller suitability,No major improvement issue detected
174,The location is great but the queue for the lifts was super long! There's 3 lifts but only 2 lifts were working. Locating the block after collecting the keys was confusing especially the lift key instructions. Grab drop offs weren't even allowed to drop inside the block. Shower drained kept clogging and there's a weird smell in the rooms and toilet. Check-in experience was annoying since they informed me that it got delayed more than 2 hours due to heavy cleaning day. I had to call them a couple of times to be sure my room was ready for check-in.,Neutral,Agoda,"Jalan Bukit Bintang, Agile Bukit Bintang, Bukit Bintang, Kuala Lumpur, Malaysia, 55100",Low,0,0,Mixed/acceptable wording,Location; Cleanliness; Service; Facilities; Accessibility,Cleanliness Risk; Facility/Maintenance Risk; Service Risk,Not ideal for cleanliness-sensitive guests,"Improve room, linen and towel cleanliness; Improve room facilities and maintenance; Improve front desk/staff service training"
